CS_Site_Short_Name,CS_Site_Long_Name,CS_Latitude,CS_Longitude,NGA_Station_Name,NGA_Station_ID,NGA_Latitude,NGA_Longitude,Distance_km,Match_Type
s266,s266,34.59689,-118.26242,Leona Valley #3,24307,34.596,-118.243,1.780313959007911,Proximity Match
P21,p21,34.209946,-118.58717,Canoga Park - De Soto & Van Owen,24013,34.194,-118.589,1.7810833375413726,Proximity Match
s328,s328,34.07596,-118.36397,Los Angeles - 3rd & La Brea LADOT,24851,34.07,-118.346,1.7828837777836866,Proximity Match
s266,s266,34.59689,-118.26242,Leona Valley #2,24306,34.595,-118.243,1.7899521270838081,Proximity Match
s238,s238,34.26435,-118.54821,Granada Hills - Porter Ranch Fire Station 8,5425,34.2772,-118.56,1.793137517108739,Proximity Match
LBP,Long Beach Port,33.754944,-118.223,LB - Terminal Island,130,33.77,-118.23,1.7948563604074204,Proximity Match
P11,p11,34.033783,-118.197174,LA - Obregon Park,24400,34.037,-118.178,1.8026622595164328,Proximity Match
s346,s346,34.01462,-118.34305,Los Angeles - Exposition & 7th Ave,24984,34.021,-118.325,1.8085355589514744,Proximity Match
s292,s292,34.15923,-118.43229,Van Nuys - Burbank & Fulton,24808,34.172,-118.42,1.8151723931820984,Proximity Match
MKBD,Mockingbird Van Buren,33.88442,-117.38617,Riverside,RRS,33.8822,-117.3665,1.832464620366499,Proximity Match
s345,s345,33.97525,-118.36942,Baldwin Hills Oil,BHP,33.99053,-118.3617,1.8421381157824113,Proximity Match
s429,s429,33.80858,-118.23333,Long Beach - Santa Fe & Willow,14001,33.802,-118.215,1.844897338216394,Proximity Match
s385,s385,33.85257,-118.32766,La Fresa,LAF,33.86889,-118.3314,1.8472674196070902,Proximity Match
s385,s385,33.85257,-118.32766,La Fresa,LAF,33.8689,-118.3314,1.848359773784705,Proximity Match
s389,s389,34.01,-118.22211,Los Angeles - Santa Fe & Olympic,24034,34.025,-118.231,1.85830855702469,Proximity Match
s348,s348,34.09336,-118.29024,Los Angeles - Beverly Blvd & Virgil,24853,34.077,-118.286,1.860583436957657,Proximity Match
s348,s348,34.09336,-118.29024,Los Angeles - Melrose & Western,24811,34.084,-118.307,1.8615375432631422,Proximity Match
s668,s668,34.15333,-117.31548,San Bernardino - 3-story Motel,23701,34.163,-117.332,1.8619152319868477,Proximity Match
s266,s266,34.59689,-118.26242,Leona Valley #6,24309,34.604,-118.244,1.8621119944904299,Proximity Match
P5,p5,34.191063,-118.33417,Burbank Airport,5398,34.1949,-118.354,1.8730996083085543,Proximity Match
s266,s266,34.59689,-118.26242,Leona Valley #4,24308,34.598,-118.242,1.8731421313985863,Proximity Match
s514,s514,33.87758,-117.93905,Brea Dam (L Abut),951,33.8904,-117.9258,1.8783268726191311,Proximity Match
s558,s558,33.99033,-117.73847,Chino Hills - Hwy 71,13162,33.99,-117.718,1.8875974325379454,Proximity Match
P14,p14,34.061253,-118.27574,Los Angeles - Vermont & Pico,24816,34.049,-118.29,1.89265397369862,Proximity Match
s688,s688,34.09181,-117.2953,San Bernardino - FS No. 01,5326,34.1052,-117.2826,1.893222092692119,Proximity Match
s688,s688,34.09181,-117.2953,San Bernardino - FS No. 01,5326,34.10521,-117.2826,1.8940966526975422,Proximity Match
s266,s266,34.59689,-118.26242,Leona Valley #1,24305,34.594,-118.242,1.8965398942626646,Proximity Match
COO,Compton,33.89604,-118.21639,Compton - Castlegate St,90078,33.899,-118.196,1.9104775697859118,Name Match
P22,p22,34.18277,-118.56609,Tarzana - Fire Station No. 93,5427,34.1729,-118.549,1.91731366288933,Proximity Match
LADT,Los Angeles Downtown,34.05204,-118.25713,Los Angeles; MWD Headquarters Roof,5439,34.0545,-118.2365,1.9201619963801426,Proximity Match
LBUT,Lovejoy Buttes,34.59946,-117.83157,Lake Los Angeles,LKL,34.6159,-117.8249,1.927273483279633,Proximity Match
LBUT,Lovejoy Buttes,34.59946,-117.83157,Lake Los Angeles,LKL,34.61594,-117.8249,1.9314927453831154,Proximity Match
s431,s431,33.88727,-118.18054,Compton - Castlegate St,90078,33.899,-118.196,1.9332554007414056,Proximity Match
s472,s472,33.84317,-118.08625,Lakewood - Del Amo & Palo Verde,14830,33.846,-118.107,1.941991913666267,Proximity Match
s238,s238,34.26435,-118.54821,Northridge - Lassen & Reseda,24051,34.25,-118.536,1.9507245472091463,Proximity Match
PAS,Pasadena,34.148426,-118.17119,Pasadena - Fair Oaks & Walnut,24691,34.149,-118.15,1.9510132023516293,Name Match
s366,s366,33.99265,-118.29578,LA - W 70th St,90023,33.976,-118.289,1.9540855907564505,Proximity Match
SBSM,San Bernardino Strong Motion,34.064986,-117.29201,Colton - So Cal Edison,113,34.059,-117.312,1.9580337599114683,Proximity Match
s391,s391,34.08869,-118.16919,Los Angeles - Acosta Residence,5396,34.072,-118.176,1.9589573963191014,Proximity Match
STNI,Seven Ten-Ninety Interchange ,33.93088,-118.17881,Southgate - Atlantic & Southern,14176,33.948,-118.184,1.962941825841163,Proximity Match
s528,s528,34.42708,-117.56529,Phelan - Centola & Phelan Rds,23292,34.425,-117.544,1.9663654765473706,Proximity Match
s660,s660,33.83989,-117.5299,Corona - California Ave,13726,33.8556,-117.54,1.9802907214020173,Proximity Match
s556,s556,33.91182,-117.79173,Olinda - Carbon Canyon Rd,13882,33.927,-117.803,1.9825601153928414,Proximity Match
P2,p2,34.285625,-118.46393,LA Dam,0,34.294,-118.483,1.9840730844383476,Proximity Match
s347,s347,34.05399,-118.31666,LA - W 15th St,90020,34.045,-118.298,1.9886711299884459,Proximity Match
P14,p14,34.061253,-118.27574,Los Angeles - Beverly Blvd & Virgil,24853,34.077,-118.286,1.9897398120736098,Proximity Match
P25,p25,34.07598,-118.49891,LA - Chalon Rd,90015,34.086,-118.481,1.9904970498880683,Proximity Match
s266,s266,34.59689,-118.26242,Leona Valley #5 - Ritter,24055,34.6,-118.241,1.9908438173855538,Proximity Match
s433,s433,33.96594,-118.12766,Bell Gardens - Garfield & Florence,14844,33.969,-118.149,1.9971740783017533,Proximity Match
s688,s688,34.09181,-117.2953,"Colton, Grape St. and W. Mill",clt,34.093,-117.317,2.0026072061756772,Proximity Match
s287,s287,34.69291,-118.1349,Lancaster - Med Off FF,24526,34.688,-118.156,2.0049164672255353,Proximity Match
s689,s689,34.13096,-117.2684,San Bernardino - Lincoln School,5373,34.1229,-117.2879,2.006225613274381,Proximity Match
s689,s689,34.13096,-117.2684,San Bernardino - Lincoln School,5373,34.12288,-117.2879,2.007220260282963,Proximity Match
HLL,North Hollywood,34.17643,-118.35967,North Hollywood - Tujunga & Chandler,24981,34.168,-118.379,2.010238383933257,Name Match
WSS,West Side Station,34.1717,-118.64971,Calabasas Pac Bell,5404,34.155,-118.641,2.022497485356559,Proximity Match
P3,p3,34.24939,-118.42409,Arleta - Nordhoff Fire Sta,24087,34.236,-118.439,2.0236578934592298,Proximity Match
s770,s770,33.84568,-117.21485,"Lake Perris, Lake Perris Drive",per,33.862,-117.205,2.029895364931762,Proximity Match
s236,s236,34.18551,-118.60087,Woodland Hills - Victory & Fallbrook,24803,34.185,-118.623,2.0363789930053633,Proximity Match
s064,s064,34.1227,-119.13779,Point Mugu - Naval Air Station,25147,34.113,-119.119,2.0384739458017234,Proximity Match
RHCH,Rolling Hills Estates City Hall,33.7834,-118.3528,Torrance - Pac. Coast Hwy & Robinson,14037,33.797,-118.338,2.0389931717121876,Proximity Match
s427,s427,33.72987,-118.28602,Fort Macarthur Park,FMP,33.71264,-118.2938,2.0465508764307425,Proximity Match
s427,s427,33.72987,-118.28602,Fort Macarthur Park,FMP,33.7126,-118.2938,2.0507153584031608,Proximity Match
SLVW,Silverwood Lake,34.29296,-117.34775,"Cedar Springs, Allen Ranch",111,34.2778,-117.335,2.0527532338040575,Proximity Match
s660,s660,33.83989,-117.5299,Corona - 2-story Office Bldg,13698,33.856,-117.541,2.0639095902903315,Proximity Match
s307,s307,34.01913,-118.46399,Santa Monica - 19th & Wilshire,24048,34.029,-118.483,2.067310394223698,Proximity Match
s366,s366,33.99265,-118.29578,LA - S Grand Ave,90022,34.005,-118.279,2.068496853186262,Proximity Match
s311,s311,34.17667,-118.35851,Burbank Airport,5398,34.1949,-118.354,2.0690967371492506,Proximity Match
P21,p21,34.209946,-118.58717,Canoga Park - Winnetka & Roscoe,24806,34.222,-118.57,2.0710040513241594,Proximity Match
P14,p14,34.061253,-118.27574,LA - Pico & Sentous,24612,34.043,-118.271,2.076087315347297,Proximity Match
P22,p22,34.18277,-118.56609,Reseda - Vanowen & Wilbur,24866,34.193,-118.547,2.092167496368388,Proximity Match
s351,s351,34.21142,-118.21085,Glendale - Rosemont & Honolulu,24010,34.207,-118.233,2.0953072612941495,Proximity Match
s512,s512,33.79899,-117.99206,Garden Grove - Santa Rita,90085,33.79,-118.012,2.0962962686574222,Proximity Match
s311,s311,34.17667,-118.35851,Burbank - Burbank Blvd & Buena Vista,24947,34.18,-118.336,2.1035583294518805,Proximity Match
s236,s236,34.18551,-118.60087,Woodland Hills - Canoga & Ventura,24807,34.167,-118.596,2.1064119396075522,Proximity Match
s321,s321,34.57016,-118.0931,Palmdale Fire Station,262,34.5781,-118.114,2.1074007812054196,Proximity Match
SBSM,San Bernardino Strong Motion,34.064986,-117.29201,San Bernardino - Montecito Mem,5479,34.0503,-117.2774,2.1161704425560517,Proximity Match
s311,s311,34.17667,-118.35851,North Hollywood - Tujunga & Chandler,24981,34.168,-118.379,2.117246356181954,Proximity Match
HLL,North Hollywood,34.17643,-118.35967,Burbank Airport,5398,34.1949,-118.354,2.1189570460261438,Proximity Match
STG,Santiago,33.664,-117.76856,Irvine - 2-story Caltrans TMC,13208,33.678,-117.753,2.120564714200425,Proximity Match
STG,Santiago,33.664,-117.76856,Irvine - I5 & Hwy 133,13220,33.678,-117.753,2.120564714200425,Proximity Match
P16,p16,34.03183,-118.4468,Santa Monica Fire St,SMS,34.0144,-118.4562,2.1229262509414677,Proximity Match
s668,s668,34.15333,-117.31548,San Bernardino - Medical Center,23898,34.135,-117.322,2.1246879232022606,Proximity Match
P23,p23,34.15379,-118.54903,Tarzana - Fire Station No. 93,5427,34.1729,-118.549,2.1249368408855203,Proximity Match
P16,p16,34.03183,-118.4468,Santa Monica Fire St,SMS,34.01438,-118.4562,2.124956796644447,Proximity Match
LBP,Long Beach Port,33.754944,-118.223,LB - Harbor Admin FF,14395,33.754,-118.2,2.1289480518842985,Proximity Match
CSDH,CSU Dominguez Hills,33.863,-118.257,Compton - Hwy 91 & Wilmington,14059,33.876,-118.24,2.133785150084496,Proximity Match
P4,p4,34.216213,-118.37437,NP.5471 Burbank Airport,5471,34.1999,-118.362,2.141093033192587,Proximity Match
s393,s393,34.16735,-118.11618,Altadena - Eaton Canyon,24402,34.177,-118.096,2.1443002875854353,Proximity Match
s275,s275,34.22055,-118.45331,Arleta - Nordhoff Fire Sta,24087,34.236,-118.439,2.1638433461678757,Proximity Match
s514,s514,33.87758,-117.93905,Fullerton - Valencia&Brookhurst,13879,33.866,-117.958,2.172297837775563,Proximity Match
s566,s566,34.30413,-117.52445,Wrightwood - Nielson Ranch,23573,34.314,-117.545,2.1833602367703806,Proximity Match
P15,p15,34.024624,-118.48174,Santa Monica - Second St,90048,34.005,-118.485,2.202679195556474,Proximity Match
P19,p19,34.04732,-118.321785,LA - W 15th St,90020,34.045,-118.298,2.2065544721939268,Proximity Match
SGRTT,San Gabriel River - Two Ten Interchange,34.1321,-117.9495,Duarte - Mel Canyon Rd.,90067,34.15,-117.939,2.2125647109112605,Proximity Match
HLL,North Hollywood,34.17643,-118.35967,Burbank - Burbank Blvd & Buena Vista,24947,34.18,-118.336,2.213314703827446,Proximity Match
P14,p14,34.061253,-118.27574,Los Angeles - 1st & Figueroa,24839,34.058,-118.252,2.2166411972332862,Proximity Match
s684,s684,33.93515,-117.40266,Riverside - Hwy 91 & Central,13914,33.951,-117.388,2.221485948575939,Proximity Match
BRE,Barre Substation,33.80776,-117.98116,Garden Grove - Chapman & Gilbert,13886,33.791,-117.968,2.225260479875065,Proximity Match
P18,p18,34.051228,-118.35438,Los Angeles - 3rd & La Brea LADOT,24851,34.07,-118.346,2.225522868490817,Proximity Match
P4,p4,34.216213,-118.37437,Sun Valley - Sunland,90008,34.235,-118.366,2.2262477701616454,Proximity Match
s451,s451,33.8259,-118.15981,Long Beach - Willow & Cherry,14868,33.806,-118.163,2.232317664586689,Proximity Match
s552,s552,33.75474,-117.89795,Garden Grove - Hwy 22 & Harbor,13884,33.766,-117.918,2.2367640166809606,Proximity Match
s275,s275,34.22055,-118.45331,Panorama City - Roscoe & Woodman,24765,34.219,-118.429,2.2418322483973276,Proximity Match
s433,s433,33.96594,-118.12766,Laguna Bell,LGB,33.9753,-118.1492,2.2424996871521112,Proximity Match
s351,s351,34.21142,-118.21085,Glendale - Las Palmas,90063,34.2,-118.231,2.246367187280176,Proximity Match
SABD,Santa Ana Business District,33.754112,-117.86778,Santa Ana - Grand & Santa Clara,13069,33.768,-117.85,2.2552922485677764,Proximity Match
s603,s603,34.10275,-117.53735,Rancho Cucamonga - Baseline & Rochester,23163,34.123,-117.54,2.264875112496023,Proximity Match
P16,p16,34.03183,-118.4468,LA - Wadsworth VA Hospital South,5082,34.052,-118.451,2.2759430210360727,Proximity Match
P16,p16,34.03183,-118.4468,LA - Wadsworth VA Hospital North,5082,34.052,-118.451,2.2759430210360727,Proximity Match
s410,s410,33.94864,-118.20131,Lynwood - Imperial Hwy & Long Beach Blvd,14175,33.931,-118.214,2.2842561348160095,Proximity Match
SMCA,Santa Monica Civic Auditorium,34.00909,-118.48939,Santa Monica - 19th & Wilshire,24048,34.029,-118.483,2.290884150202547,Proximity Match
s351,s351,34.21142,-118.21085,La Canada - Wald Residence,5408,34.2096,-118.186,2.2940430102329907,Proximity Match
s586,s586,34.24264,-117.50408,Lytle Creek Fire Station,5409,34.233,-117.482,2.2953841557546824,Proximity Match
s427,s427,33.72987,-118.28602,San Pedro - Palos Verdes,14159,33.722,-118.309,2.298336969166894,Proximity Match
SABD,Santa Ana Business District,33.754112,-117.86778,Santa Ana - I5 & 4th St,13889,33.748,-117.844,2.301204819578664,Proximity Match
s292,s292,34.15923,-118.43229,Studio City - Ventura & Coldwater Cyn Av,24801,34.146,-118.413,2.3054151941137437,Proximity Match
s393,s393,34.16735,-118.11618,Kinemetrics,KIK,34.1504,-118.1016,2.313441964464828,Proximity Match
s516,s516,33.95615,-117.88595,Orange Co. Reservoir,697,33.9354,-117.884,2.3142955661695925,Proximity Match
s393,s393,34.16735,-118.11618,Kinemetrics,KIK,34.15037,-118.1016,2.3161606151439966,Proximity Match
P17,p17,34.03552,-118.409584,Los Angeles - I10/405 Interchange Grnds,24909,34.03,-118.434,2.3321369845284354,Proximity Match
MOP,Moorpark,34.28085,-118.9049,Moorpark - Fire Sta,24283,34.288,-118.881,2.335312358103179,Name Match
s566,s566,34.30413,-117.52445,"Wrightwood, Lone Pine Canyon",LPC,34.31478,-117.5464,2.3381334276691335,Proximity Match
P1,p1,34.3146,-118.48887,LA Dam,0,34.294,-118.483,2.3532175339691,Proximity Match
s271,s271,34.06293,-118.55867,Pacific Palisades - Sunset,90049,34.042,-118.554,2.366743475985038,Proximity Match
s277,s277,34.29933,-118.40049,Pacoima Kagel Canyon,24088,34.296,-118.375,2.370620393679201,Proximity Match
s758,s758,33.37562,-117.53532,San Onofre - So Cal Edison,280,33.37,-117.56,2.375454443395914,Proximity Match
s292,s292,34.15923,-118.43229,Studio City - Ventura & Coldwater Cyn Av,90010,34.146,-118.412,2.3769899918058344,Proximity Match
P8,p8,34.1073,-118.251945,Cypress Park - San Fernando & Division,24813,34.096,-118.23,2.379391782714343,Proximity Match
P14,p14,34.061253,-118.27574,Los Angeles - 2nd & Flower,24289,34.055,-118.251,2.382791105279161,Proximity Match
GOPH,Gopher Gulch,33.90287,-117.3596,Riverside,RRS,33.8822,-117.3665,2.3850058314025073,Proximity Match
s378,s378,34.46461,-117.9773,Littlerock - Brainard Can,23595,34.486,-117.98,2.3913018581073437,Proximity Match
s512,s512,33.79899,-117.99206,Garden Grove - Chapman & Gilbert,13886,33.791,-117.968,2.394247401464045,Proximity Match
s309,s309,34.09791,-118.4113,LA - N Faring Rd,90016,34.089,-118.435,2.3967329842161997,Proximity Match
P20,p20,34.23448,-118.60878,West Hills -Roscoe & Fallbrook,24804,34.219,-118.627,2.401844851237321,Proximity Match
s346,s346,34.01462,-118.34305,Los Angeles - 54th & Crenshaw,14820,33.993,-118.342,2.4059819664559776,Proximity Match
s474,s474,33.9218,-118.03331,Santa Fe Springs - Lakeland & Greenstone,14027,33.929,-118.058,2.4146277931236684,Proximity Match
s187,s187,34.68469,-118.45299,Lake Hughes #1,24271,34.674,-118.43,2.4150188695892547,Proximity Match
s730,s730,34.04703,-117.20123,Redlands - 1-story Warehouse,23495,34.066,-117.214,2.415240431020616,Proximity Match
s766,s766,33.68909,-117.32206,Lake Elsinore - Graham & Poe,13922,33.669,-117.332,2.415844158030844,Proximity Match
s273,s273,34.14175,-118.50604,Encino - Balboa & Ventura,24802,34.163,-118.5,2.4273788073977394,Proximity Match
P13,p13,33.99317,-118.164375,Laguna Bell,LGB,33.9753,-118.1492,2.430234432789538,Proximity Match
SBSM,San Bernardino Strong Motion,34.064986,-117.29201,San Bernardino - Mont. Mem Pk,5328,34.047,-117.277,2.431437879880306,Proximity Match
s480,s480,34.15755,-117.87389,Glendora - N Oakbank,90065,34.137,-117.883,2.4339887373970166,Proximity Match
s385,s385,33.85257,-118.32766,Torrance; Fire Station 1 Crenshaw Blvd; 2-story; ground level,5411,33.8307,-118.3289,2.4345281272705157,Proximity Match
s385,s385,33.85257,-118.32766,Torrance; Fire Station 1 Crenshaw Blvd; 2-story; ground level,5411,33.83066,-118.32888,2.438884976928776,Proximity Match
TRA,Torrance Airport,33.804,-118.3393,Rolling Hills Est-Rancho Vista,14405,33.787,-118.356,2.440224805093736,Proximity Match
P22,p22,34.18277,-118.56609,Canoga Park - De Soto & Van Owen,24013,34.194,-118.589,2.449456109498285,Proximity Match
s453,s453,33.90456,-118.10694,Downey - Imperial & Bellflower,14827,33.92,-118.126,2.4578731945560044,Proximity Match
s554,s554,33.83329,-117.84489,Anaheim - Kraemer & La Palma,13883,33.853,-117.857,2.460526406113394,Proximity Match
s465,s465,34.37605,-117.78771,Paradise Springs - Camp Office,5032,34.393,-117.805,2.46367054110961,Proximity Match
s668,s668,34.15333,-117.31548,San Bernardino - Fire Sta. #4,5337,34.14,-117.294,2.470699850087756,Proximity Match
s307,s307,34.01913,-118.46399,Santa Monica - Second St,90048,34.005,-118.485,2.4937434964419816,Proximity Match
s395,s395,34.24599,-118.06307,Mt Wilson - CIT Seis Sta,24399,34.224,-118.057,2.5080394115221294,Proximity Match
s650,s650,34.29316,-117.28183,Cedar Springs Pumphouse,112,34.31,-117.3,2.508384544641169,Proximity Match
P20,p20,34.23448,-118.60878,Canoga Park - Topanga Can,90053,34.212,-118.606,2.5126958264152233,Proximity Match
P19,p19,34.04732,-118.321785,Los Angeles - Washington & La Brea,24818,34.041,-118.348,2.515523165555141,Proximity Match
s399,s399,34.40321,-117.95656,Cogswell Dam - Right Abutment,23210,34.425,-117.964,2.5172252478738,Proximity Match
s347,s347,34.05399,-118.31666,Los Angeles - Vermont & Pico,24816,34.049,-118.29,2.5180489898502834,Proximity Match
s388,s388,33.97065,-118.24853,Watts,WTT,33.9487,-118.2555,2.5239631915867395,Proximity Match
s388,s388,33.97065,-118.24853,Watts,WTT,33.94869,-118.2555,2.5250384968004482,Proximity Match
s395,s395,34.24599,-118.06307,Mount Wilson Obsv,MWC,34.22362,-118.0583,2.5257859570136754,Proximity Match
TRA,Torrance Airport,33.804,-118.3393,Torrance - W 226th St,90038,33.822,-118.356,2.5271474425140092,Proximity Match
s395,s395,34.24599,-118.06307,Mount Wilson Obsv,MWC,34.2236,-118.0583,2.52797612293973,Proximity Match
s486,s486,34.3931,-117.7136,Wrightwood - Jackson Flat,23590,34.381,-117.737,2.5339539031106653,Proximity Match
LAPD,Lake Palmdale,34.557,-118.125,Palmdale Fire Station,262,34.5781,-118.114,2.5532689810580447,Proximity Match
s689,s689,34.13096,-117.2684,San Bernardino - Fire Sta. #4,5337,34.14,-117.294,2.561624412551266,Proximity Match
s307,s307,34.01913,-118.46399,Santa Monica City Hall,24538,34.011,-118.49,2.5620875831740784,Proximity Match
PERRM,Perris Rimrock 1,33.79945,-117.25333,Perris - San Jacinto & C Street,13928,33.787,-117.23,2.562102514723165,Proximity Match
DLA,Del Amo,33.84822,-118.09624,Hawaiian Gardens - 212th & Norwalk Blvd,14400,33.837,-118.072,2.5628616162914217,Proximity Match
P6,p6,34.16921,-118.30314,Burbank - N Buena Vista,90012,34.168,-118.331,2.566687789186942,Proximity Match
s453,s453,33.90456,-118.10694,Bellflower - Flora Vista & Woodruff,14829,33.883,-118.117,2.5709002726067762,Proximity Match
P5,p5,34.191063,-118.33417,Burbank - N Buena Vista,90012,34.168,-118.331,2.581014566416952,Proximity Match
s328,s328,34.07596,-118.36397,Hollywood - Sunset & Fairfax,24809,34.097,-118.352,2.586228570612982,Proximity Match
s531,s531,33.73758,-117.97148,Garden Grove - Brookhurst & Westminster,13885,33.757,-117.956,2.590658907219276,Proximity Match
s313,s313,34.25541,-118.30562,Green Verdugo Microwave Site,DEC,34.25353,-118.3338,2.598381899925739,Proximity Match
s313,s313,34.25541,-118.30562,Green Verdugo Microwave Site,DEC,34.2535,-118.3338,2.5986528648239813,Proximity Match
s429,s429,33.80858,-118.23333,Long Beach - Santa Fe Ave & I405,14847,33.827,-118.216,2.5996742331070672,Proximity Match
s348,s348,34.09336,-118.29024,Hollywood - Franklin & Bronson,24810,34.103,-118.316,2.602896422612744,Proximity Match
s311,s311,34.17667,-118.35851,NP.5471 Burbank Airport,5471,34.1999,-118.362,2.602928504311939,Proximity Match
BVH,Beverly Hospital,34.015,-118.1005,Pico Rivera - Durfee & Whittier,24841,34.002,-118.077,2.604163515719566,Proximity Match
P15,p15,34.024624,-118.48174,Santa Monica Fire St,SMS,34.0144,-118.4562,2.614018307153497,Proximity Match
P15,p15,34.024624,-118.48174,Santa Monica Fire St,SMS,34.01438,-118.4562,2.6149865143306177,Proximity Match
HLL,North Hollywood,34.17643,-118.35967,NP.5471 Burbank Airport,5471,34.1999,-118.362,2.6185299110004503,Proximity Match
HUMC,Harvard-UCLA Medical Center,33.8306,-118.2918,Carson - Main & Sepulveda,14846,33.811,-118.276,2.623025389855893,Proximity Match
s772,s772,33.92394,-117.1611,Sunnymead,5038,33.946,-117.151,2.6239710542601893,Proximity Match
s765,s765,33.64992,-117.3488,Lake Elsinore - Graham & Poe,13922,33.669,-117.332,2.630371075918882,Proximity Match
P25,p25,34.07598,-118.49891,Los Angeles - Sunset & Kenter,24817,34.059,-118.479,2.632150548773723,Proximity Match
s387,s387,33.9313,-118.27493,Watts,WTT,33.94869,-118.2555,2.6366393051134223,Proximity Match
s387,s387,33.9313,-118.27493,Watts,WTT,33.9487,-118.2555,2.637454832198284,Proximity Match
s556,s556,33.91182,-117.79173,Yorba Linda; Diemer Filtration Plant,698,33.9118,-117.8204,2.645679126728128,Proximity Match
s556,s556,33.91182,-117.79173,Yorba Linda; Diemer Filtration Plant,698,33.91175,-117.8204,2.645690417915532,Proximity Match
EMCH,El Monte City Hall,34.0709,-118.0297,El Monte - Fairview Av,90066,34.093,-118.019,2.6476243682223237,Proximity Match
TAB,Table Mountain,34.38245,-117.68191,Wrightwood - Swarthout,23574,34.369,-117.658,2.655535435131454,Proximity Match
s163,s163,34.58835,-118.58011,Lake Hughes #12,128,34.571,-118.56,2.666748802505445,Proximity Match
s163,s163,34.58835,-118.58011,Lake Hughes #12A,24607,34.571,-118.56,2.666748802505445,Proximity Match
s550,s550,33.67617,-117.95093,Costa Mesa; Fire Station 4 Placentia Ave; 1-story; ground level,5286,33.6583,-117.9317,2.66748116351428,Proximity Match
s389,s389,34.01,-118.22211,Los Angeles - Whittier & Euclid,24040,34.031,-118.208,2.672776787174454,Proximity Match
s470,s470,33.76452,-118.1391,Long Beach - Ocean Blvd & Cherry,14871,33.763,-118.168,2.6768676413362718,Proximity Match
s593,s593,33.71042,-117.80395,Tustin - E Sycamore,90089,33.7278,-117.824,2.678357076136778,Proximity Match
WNGC,Whittier Narrows Golf Course,34.041824,-118.0653,Whittier Narrows Dam downstream,289,34.02,-118.053,2.6783748720161773,Proximity Match
WNGC,Whittier Narrows Golf Course,34.041824,-118.0653,Whittier Narrows Dam upstream,289,34.02,-118.053,2.6783748720161773,Proximity Match
WNGC,Whittier Narrows Golf Course,34.041824,-118.0653,Whittier Narrows Dam,289,34.02,-118.053,2.6783748720161773,Proximity Match
s383,s383,33.77382,-118.38029,Rolling Hills Est-Rancho Vista,14405,33.787,-118.356,2.6809681766798366,Proximity Match
P14,p14,34.061253,-118.27574,Los Angeles - So Cal Edison,-999,34.05,-118.25,2.6811688928193895,Proximity Match
s349,s349,34.13272,-118.2638,LA - Fletcher Dr,90034,34.115,-118.244,2.6840675099027345,Proximity Match
s311,s311,34.17667,-118.35851,Burbank - Thornton & Catalina,24015,34.196,-118.341,2.6858821832863367,Proximity Match
FFI,Five-Fourteen Interchange,34.33603,-118.50862,Jensen Filtration Plant Generator Building Free-Field (K2),JGBF,34.3131,-118.4992,2.692448238227694,Proximity Match
s401,s401,34.48178,-117.90315,Pear Blossom - Pallet Creek,23584,34.458,-117.909,2.6980494265713024,Proximity Match
CCP,Century City Plaza,34.054886,-118.41302,Los Angeles - Robertson & Pickford,24983,34.051,-118.384,2.7082273127906573,Proximity Match
s311,s311,34.17667,-118.35851,Burbank - N Buena Vista,90012,34.168,-118.331,2.708245940420527,Proximity Match
PEDL,Pedley,33.99014,-117.46292,Riverside - Limonite & Downey,13921,33.975,-117.486,2.7134454450505543,Proximity Match
s478,s478,34.07899,-117.92713,Covina - Cypress & Azusa,23179,34.096,-117.906,2.7136405758838795,Proximity Match
s391,s391,34.08869,-118.16919,Alhambra - Fremont School,24461,34.07,-118.15,2.7281231061491087,Proximity Match
P18,p18,34.051228,-118.35438,Los Angeles - Robertson & Pickford,24983,34.051,-118.384,2.7289865751599978,Proximity Match
s666,s666,34.07501,-117.36923,Rialto - I10 & Cedar,23899,34.069,-117.398,2.732873950012972,Proximity Match
P14,p14,34.061253,-118.27574,LA - W 15th St,90020,34.045,-118.298,2.733446001277792,Proximity Match
s516,s516,33.95615,-117.88595,Brea - Central Ave Caltrans Yard,13873,33.933,-117.896,2.7360107746270077,Proximity Match
FFI,Five-Fourteen Interchange,34.33603,-118.50862,Jensen Filter Plant Generator Building,655,34.313,-118.498,2.7402373017104655,Proximity Match
P5,p5,34.191063,-118.33417,NP.5471 Burbank Airport,5471,34.1999,-118.362,2.7417198318758844,Proximity Match
PERR,Perris,33.80594,-117.24904,Perris - San Jacinto & C Street,13928,33.787,-117.23,2.7442361927591254,Name Match
P7,p7,34.13857,-118.27466,Los Angeles - Griffith Park/Toyon(Rock),24752,34.143,-118.304,2.7447739836754406,Proximity Match
P14,p14,34.061253,-118.27574,LA - Temple & Hope,24611,34.059,-118.246,2.7510635159696486,Proximity Match
USC,University of Southern California,34.0192,-118.286,Los Angeles - Central & Jefferson,24987,34.013,-118.257,2.7603296341175323,Proximity Match
P4,p4,34.216213,-118.37437,North Hollywood - Laurel Canyon & Sherman,24815,34.199,-118.396,2.760396674324539,Proximity Match
s319,s319,34.49151,-118.14637,Vincent Substation,VCS,34.48364,-118.1178,2.7608663277083436,Proximity Match
s319,s319,34.49151,-118.14637,Vincent Substation,VCS,34.4836,-118.1178,2.7622799498066,Proximity Match
